Id	Img Id	Da	Dp	FWidth	FLength	ELength	EWidth	Volume	Area	Perimeter	CHull  Area	CHull Perimeter	Sphericity	Compactness	Roundness	Ellipse Ratio	Circularity	Solidity	Concavity	Convexity	Extent	hash	Transparency	Curvature	Surface Area	Filter0	Filter1	Filter2	Filter3	Filter4	Filter5	Filter6	L/W Ratio	W/L Aspect Ratio	CHull Surface Area	Ellipticity
 	 	µm	µm	µm	µm	µm	µm	µm³	µm²	µm	µm²	µm	 	 	 	 	 	 	 	 	 	 	 	 	µm²	 	 	 	 	 	 	 	 	 	µm²	 
484	320	32.584	34.348	31.726	34.373	33.788	31.443	18113.366	833.854	107.908	857.604	104.725	0.949	0.948	0.899	0.931	0.900	0.972	0.028	0.971	0.765	2.6352497214180413E18	0.273	0.000	3335.418	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.083	0.923	3430.416	1.075
184	235	31.373	33.944	30.800	33.324	32.042	30.740	16167.822	773.022	106.638	802.556	101.229	0.924	0.941	0.886	0.959	0.854	0.963	0.037	0.949	0.753	2.6352541196153507E18	0.313	0.000	3092.088	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.082	0.924	3210.226	1.042
291	260	29.775	31.633	27.694	33.185	32.131	27.629	13821.908	696.310	99.379	718.267	96.387	0.941	0.897	0.805	0.860	0.886	0.969	0.031	0.970	0.758	2.6352497042379392E18	0.329	0.000	2785.241	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.198	0.835	2873.069	1.163
302	263	29.736	32.374	27.621	32.674	31.901	27.792	13767.144	694.470	101.706	726.984	97.252	0.919	0.910	0.828	0.871	0.844	0.955	0.045	0.956	0.770	2.6352888144974509E18	0.367	0.000	2777.879	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.183	0.845	2907.937	1.148
61	199	29.163	33.944	28.273	34.269	31.237	27.369	12986.146	667.951	106.637	711.185	96.850	0.859	0.851	0.724	0.876	0.738	0.939	0.061	0.908	0.689	2.7613505109823795E18	0.374	0.000	2671.802	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.212	0.825	2844.740	1.141
284	258	27.635	32.767	27.333	30.589	28.802	26.594	11050.414	599.805	102.941	651.093	91.916	0.843	0.903	0.816	0.923	0.711	0.921	0.079	0.893	0.717	3.6440560296422464E18	0.386	0.000	2399.219	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.119	0.894	2604.373	1.083
443	297	23.592	27.034	23.948	26.303	24.235	23.030	6875.112	437.130	84.930	470.165	78.404	0.873	0.897	0.804	0.950	0.762	0.930	0.070	0.923	0.694	3.6440907414358163E18	0.345	0.000	1748.520	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.098	0.910	1880.660	1.052
146	222	17.736	19.085	16.210	21.093	20.540	15.458	2921.032	247.048	59.958	257.419	58.722	0.929	0.841	0.707	0.753	0.864	0.960	0.040	0.979	0.723	2.6375461301231856E18	0.346	0.000	988.193	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.301	0.769	1029.675	1.329
311	264	11.512	11.949	11.190	12.628	11.846	11.193	798.862	104.089	37.539	106.234	37.377	0.963	0.912	0.831	0.945	0.928	0.980	0.020	0.996	0.737	2.6581291352192451E18	0.386	0.000	416.356	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.128	0.886	424.935	1.058
249	250	7.002	8.792	6.900	9.673	7.931	6.280	179.728	38.504	27.620	44.992	25.346	0.796	0.724	0.524	0.792	0.634	0.856	0.144	0.918	0.577	80441075557320	0.441	0.000	154.014	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.402	0.713	179.968	1.263
494	328	6.978	7.702	7.027	8.164	7.466	6.555	177.911	38.244	24.198	40.043	23.787	0.906	0.855	0.731	0.878	0.821	0.955	0.045	0.983	0.667	10752028770313	0.419	0.000	152.975	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.162	0.861	160.171	1.139
