Id	Img Id	Da	Dp	FWidth	FLength	ELength	EWidth	Volume	Area	Perimeter	CHull  Area	CHull Perimeter	Sphericity	Compactness	Roundness	Ellipse Ratio	Circularity	Solidity	Concavity	Convexity	Extent	hash	Transparency	Curvature	Surface Area	Filter0	Filter1	Filter2	Filter3	Filter4	Filter5	Filter6	L/W Ratio	W/L Aspect Ratio	CHull Surface Area	Ellipticity
 	 	µm	µm	µm	µm	µm	µm	µm³	µm²	µm	µm²	µm	 	 	 	 	 	 	 	 	 	 	 	 	µm²	 	 	 	 	 	 	 	 	 	µm²	 
140	62	53.354	56.290	49.643	58.274	57.774	49.380	79525.976	2235.786	176.840	2289.713	171.671	0.948	0.916	0.838	0.855	0.898	0.976	0.024	0.971	0.773	3.7881712175521286E18	0.235	0.000	8943.142	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.174	0.852	9158.853	1.170
113	58	53.326	72.917	36.440	88.123	95.980	33.219	79399.626	2233.417	229.076	2638.874	211.247	0.731	0.605	0.366	0.346	0.535	0.846	0.154	0.922	0.696	2.6355351060229843E18	0.297	0.000	8933.667	Accept	Reject	Reject	Reject	Reject	Reject	Reject	2.418	0.414	10555.495	2.889
1586	121	53.247	55.767	47.920	59.505	59.837	47.602	79044.671	2226.755	175.197	2268.619	172.770	0.955	0.895	0.801	0.796	0.912	0.982	0.018	0.986	0.781	2.6355306982912675E18	0.205	0.000	8907.022	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.242	0.805	9074.477	1.257
3743	201	53.039	55.664	49.171	59.777	57.978	48.787	78125.536	2209.460	174.875	2246.947	171.306	0.953	0.887	0.787	0.841	0.908	0.983	0.017	0.980	0.752	2.635253560040569E18	0.212	0.000	8837.840	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.216	0.823	8987.787	1.188
7323	338	52.972	57.020	46.939	62.817	62.529	45.572	77830.009	2203.885	179.134	2272.380	174.385	0.929	0.843	0.711	0.729	0.863	0.970	0.030	0.973	0.747	2.6372547314690438E18	0.212	0.000	8815.539	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.338	0.747	9089.518	1.372
4571	230	52.899	68.462	34.875	84.714	91.049	32.917	77505.309	2197.751	215.081	2489.752	205.197	0.773	0.624	0.390	0.362	0.597	0.883	0.117	0.954	0.744	3.7904588289709408E18	0.260	0.000	8791.003	Accept	Reject	Reject	Reject	Reject	Reject	Reject	2.429	0.412	9959.007	2.766
5686	273	52.834	63.858	39.296	69.738	71.536	39.741	77221.084	2192.374	200.616	2347.511	182.902	0.827	0.758	0.574	0.556	0.685	0.934	0.066	0.912	0.800	3.788421417663609E18	0.320	0.000	8769.497	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.775	0.563	9390.044	1.800
3695	199	52.832	56.390	46.206	61.934	60.462	46.864	77214.844	2192.256	177.154	2242.139	173.479	0.937	0.853	0.728	0.775	0.878	0.978	0.022	0.979	0.766	2.6375367646551219E18	0.225	0.000	8769.025	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.340	0.746	8968.555	1.290
2681	162	52.832	73.232	42.691	80.493	82.754	41.207	77211.708	2192.197	230.067	2732.901	203.304	0.721	0.656	0.431	0.498	0.520	0.802	0.198	0.884	0.638	3.644381639841312E18	0.242	0.000	8768.788	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.885	0.530	10931.605	2.008
4635	233	52.813	57.685	48.064	59.306	58.494	47.794	77128.423	2190.620	181.224	2264.858	171.424	0.916	0.891	0.793	0.817	0.838	0.967	0.033	0.946	0.769	3.7704378054649958E18	0.277	0.000	8762.482	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.234	0.810	9059.433	1.224
615	86	52.777	61.251	42.255	71.788	71.824	40.195	76971.404	2187.646	192.425	2329.985	184.658	0.862	0.735	0.540	0.560	0.742	0.939	0.061	0.960	0.721	2.6536248287293798E18	0.288	0.000	8750.585	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.699	0.589	9319.941	1.787
5288	255	52.737	57.057	48.472	59.307	57.689	48.345	76797.833	2184.356	179.251	2258.128	170.798	0.924	0.889	0.791	0.838	0.854	0.967	0.033	0.953	0.760	2.6352843464838819E18	0.273	0.000	8737.424	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.224	0.817	9032.511	1.193
2552	156	52.737	66.670	36.313	83.037	81.905	34.868	76796.369	2184.328	209.450	2330.043	195.556	0.791	0.635	0.403	0.426	0.626	0.937	0.063	0.934	0.724	2.7819421659720765E18	0.290	0.000	8737.314	Accept	Reject	Reject	Reject	Reject	Reject	Reject	2.287	0.437	9320.172	2.349
2910	171	52.721	54.200	51.061	55.748	54.869	50.765	76725.938	2182.993	170.274	2211.249	167.889	0.973	0.946	0.894	0.925	0.946	0.987	0.013	0.986	0.767	2.6352497042358416E18	0.206	0.000	8731.971	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.092	0.916	8844.997	1.081
3785	203	52.684	72.590	32.644	97.838	105.208	28.275	76564.414	2179.928	228.048	2484.700	222.732	0.726	0.538	0.290	0.269	0.527	0.877	0.123	0.977	0.683	2.6352849758518176E18	0.199	0.000	8719.711	Accept	Reject	Reject	Reject	Reject	Reject	Reject	2.997	0.334	9938.799	3.721
5853	280	52.608	79.101	45.429	90.023	85.962	42.225	76235.002	2173.671	248.504	2874.173	217.717	0.665	0.584	0.342	0.491	0.442	0.756	0.244	0.876	0.532	3.77015632834024E18	0.221	0.000	8694.682	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.982	0.505	11496.692	2.036
