Id,Img Id,Da,Dp,FWidth,FLength,ELength,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,Filter0,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,L/W Ratio,W/L Aspect Ratio,CHull Surface Area,Ellipticity,Fiber Length,Fiber Width,Flow,Flow Class
8934,212,83.592,96.712,77.477,92.696,92.142,76.04,305842.997,5488.114,303.83,5693.621,270.854,0.864,0.902,0.813,0.825,0.747,0.964,0.036,0.891,0.764,2779399612810270208,0.277,0,21952.456,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.196,0.836,22774.482,1.212,86.358,63.551,0.0,0
572,78,104.411,129.761,77.447,143.845,153.688,74.557,595995.455,8562.215,407.656,9470.278,371.214,0.805,0.726,0.527,0.485,0.647,0.904,0.096,0.911,0.769,3788487394822329856,0.24,0,34248.859,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.857,0.538,37881.114,2.061,142.053,60.275,0.0,0
9246,217,85.658,107.463,77.312,111.449,111.747,69.449,329077.596,5762.66,337.604,6413.49,299.766,0.797,0.769,0.591,0.621,0.635,0.899,0.101,0.888,0.669,2635531789250990080,0.268,0,23050.642,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.442,0.694,25653.958,1.609,118.817,48.5,0.0,0
7474,188,76.247,86.451,77.193,88.915,81.513,73.578,232099.401,4566.045,271.595,4864.672,256.512,0.882,0.858,0.735,0.903,0.778,0.939,0.061,0.944,0.665,2635284346366139904,0.216,0,18264.178,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.152,0.868,19458.687,1.108,0,0,0.0,0
9409,219,79.746,116.387,77.129,98.653,95.724,72.304,265533.692,4994.636,365.641,5670.991,284.806,0.685,0.808,0.653,0.755,0.469,0.881,0.119,0.779,0.656,3788174575004129792,0.325,0,19978.546,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.279,0.782,22683.963,1.324,147.722,33.811,0.0,0
10275,232,87.928,134.86,76.928,120.033,124.388,68.729,355947.827,6072.232,423.677,7113.038,320.779,0.652,0.733,0.537,0.553,0.425,0.854,0.146,0.757,0.658,2653545653154420224,0.345,0,24288.93,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.56,0.641,28452.152,1.81,175.928,34.515,0.0,0
19,48,95.443,118.719,76.778,119.648,119.497,76.705,455223.317,7154.409,372.966,7458.546,318.917,0.804,0.798,0.636,0.642,0.646,0.959,0.041,0.855,0.779,2635280008434489856,0.261,0,28617.637,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.558,0.642,29834.185,1.558,129.794,55.121,0.0,0
10548,238,81.438,88.342,76.741,91.121,84.133,79.538,282805.122,5208.935,277.534,5375.525,266.96,0.922,0.894,0.799,0.945,0.85,0.969,0.031,0.962,0.745,3790427405746279936,0.236,0,20835.74,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.187,0.842,21502.1,1.058,0,0,0.0,0
5453,157,96.68,116.612,76.285,128.594,133.321,72.569,473160.14,7341.129,366.347,7977.95,334.806,0.829,0.752,0.565,0.544,0.687,0.92,0.08,0.914,0.748,2635249153521330176,0.221,0,29364.517,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.686,0.593,31911.802,1.837,121.455,60.443,0.0,0
11382,254,84.144,114.699,76.051,103.723,104.79,71.183,311935.162,5560.754,360.338,6115.383,291.606,0.734,0.811,0.658,0.679,0.538,0.909,0.091,0.809,0.705,2635249695645640192,0.276,0,22243.015,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.364,0.733,24461.534,1.472,138.677,40.099,0.0,0
10221,232,87.919,135.208,75.93,140.856,138.891,67.885,355831.026,6070.904,424.768,8334.419,358.711,0.65,0.624,0.39,0.489,0.423,0.728,0.272,0.844,0.568,2637536766939210240,0.224,0,24283.614,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.855,0.539,33337.675,2.046,176.848,34.328,0.0,0
1316,95,75.051,101.342,75.917,84.224,79.841,73.407,221343.852,4423.871,318.376,4759.532,254.054,0.741,0.891,0.794,0.919,0.548,0.929,0.071,0.798,0.692,3788420865608979968,0.28,0,17695.483,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.109,0.901,19038.128,1.088,121.41,36.437,0.0,0
11962,267,84.95,96.678,75.655,97.515,96.379,75.218,320993.472,5667.893,303.724,5827.476,275.76,0.879,0.871,0.759,0.78,0.772,0.973,0.027,0.908,0.768,3785954532195639808,0.268,0,22671.571,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.289,0.776,23309.903,1.281,0,0,0.0,0
6046,166,80.54,88.663,75.566,87.739,86.608,75.013,273546.391,5094.616,278.542,5223.876,258.346,0.908,0.918,0.843,0.866,0.825,0.975,0.025,0.927,0.768,2635253491321090048,0.213,0,20378.465,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.161,0.861,20895.505,1.155,0,0,0.0,0
3458,129,81.792,93.43,75.439,94.862,92.412,73.009,286503.303,5254.248,293.518,5439.305,266.995,0.875,0.862,0.743,0.79,0.766,0.966,0.034,0.91,0.734,3788210250114220032,0.264,0,21016.991,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.257,0.795,21757.221,1.266,0,0,0.0,0
978,88,74.089,88.498,74.534,78.908,74.818,73.494,212941.887,4311.201,278.024,4520.001,240.168,0.837,0.939,0.882,0.982,0.701,0.954,0.046,0.864,0.733,3788421416339709952,0.304,0,17244.803,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.059,0.945,18080.005,1.018,88.89,48.5,0.0,0
2681,118,76.99,95.025,74.521,89.772,85.263,71.74,238943.817,4655.375,298.531,4968.626,257.746,0.81,0.858,0.736,0.841,0.656,0.937,0.063,0.863,0.696,2635249222242899968,0.26,0,18621.499,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.205,0.83,19874.504,1.188,102.345,45.487,0.0,0
6053,166,75.158,79.742,74.244,78.741,76.586,73.782,222289.115,4436.457,250.518,4527.078,239.895,0.943,0.954,0.911,0.963,0.888,0.98,0.02,0.958,0.759,2761354349740919808,0.221,0,17745.826,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.061,0.943,18108.31,1.038,0,0,0.0,0
13055,299,76.342,81.976,74.178,82.845,79.869,73.055,232963.21,4577.366,257.536,4681.331,244.115,0.931,0.921,0.849,0.915,0.867,0.978,0.022,0.948,0.745,2635249161039589888,0.232,0,18309.465,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.117,0.895,18725.323,1.093,0,0,0.0,0
12250,274,78.411,91.426,74.079,85.265,83.555,73.725,252425.244,4828.875,287.222,5040.108,253.859,0.858,0.92,0.846,0.882,0.736,0.958,0.042,0.884,0.765,3803938212294009856,0.275,0,19315.502,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.151,0.869,20160.433,1.133,84.956,56.84,0.0,0
8488,204,82.032,95.496,74.013,100.088,98.48,70.966,289029.894,5285.093,300.008,5810.874,279.56,0.859,0.82,0.672,0.721,0.738,0.91,0.09,0.932,0.713,2635284346504620032,0.244,0,21140.371,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.352,0.739,23243.496,1.388,88.853,59.481,0.0,0
11911,266,82.997,94.611,74.008,97.102,92.696,76.331,299357.673,5410.255,297.228,5726.788,278.464,0.877,0.855,0.731,0.823,0.77,0.945,0.055,0.937,0.753,2651046945181479936,0.233,0,21641.02,Accept,Reject,Reject,Reject,Reject,Reject,Reject,1.312,0.762,22907.151,1.214,0,0,0.0,0
