Id	Img Id	Da	Dp	FWidth	FLength	ELength	EWidth	Volume	Area	Perimeter	CHull  Area	CHull Perimeter	Sphericity	Compactness	Roundness	Ellipse Ratio	Circularity	Solidity	Concavity	Convexity	Extent	hash	Transparency	Curvature	Surface Area	Filter0	Filter1	Filter2	Filter3	Filter4	Filter5	Filter6	L/W Ratio	W/L Aspect Ratio	CHull Surface Area	Ellipticity	Fiber Length	Fiber Width
 	 	µm	µm	µm	µm	µm	µm	µm³	µm²	µm	µm²	µm	 	 	 	 	 	 	 	 	 	 	 	 	µm²	 	 	 	 	 	 	 	 	 	µm²	 	µm	µm
596	252	31.186	33.506	29.463	34.931	34.201	28.592	15881.205	763.859	105.262	793.955	101.628	0.931	0.893	0.797	0.836	0.866	0.962	0.038	0.965	0.742	3.78817506706789427E18	0.317	0.000	3055.435	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.186	0.843	3175.822	1.196	0.000	0.000
438	195	30.952	33.211	29.442	35.657	33.211	28.931	15525.568	752.412	104.334	776.318	100.534	0.932	0.868	0.753	0.871	0.869	0.969	0.031	0.964	0.717	3.79046218750140672E18	0.315	0.000	3009.649	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.211	0.826	3105.272	1.148	0.000	0.000
256	149	29.439	35.073	29.430	32.361	30.076	28.893	13358.172	680.647	110.185	730.529	97.348	0.839	0.910	0.828	0.961	0.705	0.932	0.068	0.883	0.715	3.78821087838796493E18	0.339	0.000	2722.589	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.100	0.909	2922.115	1.041	31.490	21.615
470	205	29.522	34.652	29.389	32.081	30.062	29.055	13471.710	684.499	108.863	730.819	97.112	0.852	0.920	0.847	0.966	0.726	0.937	0.063	0.892	0.726	5.06976699714258739E18	0.348	0.000	2737.995	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.092	0.916	2923.276	1.035	0.000	0.000
254	149	28.875	35.031	29.330	31.727	30.083	27.795	12605.064	654.818	110.054	718.798	96.545	0.824	0.910	0.828	0.924	0.679	0.911	0.089	0.877	0.704	3.78820647951910912E18	0.370	0.000	2619.273	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.082	0.924	2875.193	1.082	34.157	19.171
302	158	35.052	39.801	29.317	43.918	43.461	28.301	22549.566	964.976	125.037	1007.517	117.547	0.881	0.798	0.637	0.651	0.776	0.958	0.042	0.940	0.749	3.78821520689478298E18	0.343	0.000	3859.902	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.498	0.668	4030.067	1.536	0.000	0.000
1042	494	36.520	45.737	29.281	48.274	47.972	28.089	25502.841	1047.490	143.686	1142.171	126.893	0.798	0.757	0.572	0.586	0.638	0.917	0.083	0.883	0.741	3.80421927588261222E18	0.337	0.000	4189.960	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.649	0.607	4568.684	1.708	49.168	21.304
510	217	29.982	31.648	29.273	32.302	31.578	28.527	14112.428	706.033	99.424	725.895	96.656	0.947	0.928	0.862	0.903	0.898	0.973	0.027	0.972	0.747	2.63528489627538483E18	0.335	0.000	2824.134	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.103	0.906	2903.580	1.107	0.000	0.000
336	168	29.121	31.421	29.220	31.251	29.842	28.443	12930.669	666.047	98.714	696.284	94.362	0.927	0.932	0.868	0.953	0.859	0.957	0.043	0.956	0.729	3.78849290312029286E18	0.307	0.000	2664.187	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.070	0.935	2785.135	1.049	0.000	0.000
694	287	28.972	34.610	29.188	31.142	29.816	28.238	12733.669	659.265	108.730	713.114	95.830	0.837	0.930	0.866	0.947	0.701	0.924	0.076	0.881	0.725	2.6513329578271273E18	0.361	0.000	2637.059	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.067	0.937	2852.456	1.056	32.548	20.255
173	132	30.950	35.342	29.125	38.107	34.363	28.369	15523.690	752.351	111.030	792.309	103.834	0.876	0.812	0.660	0.826	0.767	0.950	0.050	0.935	0.678	2.65362544829545165E18	0.324	0.000	3009.406	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.308	0.764	3169.236	1.211	0.000	0.000
129	122	29.299	32.350	29.097	32.076	30.204	28.574	13168.681	674.195	101.631	708.243	95.584	0.906	0.913	0.834	0.946	0.820	0.952	0.048	0.941	0.722	2.65129331405424486E18	0.304	0.000	2696.781	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.102	0.907	2832.972	1.057	0.000	0.000
261	152	30.995	33.469	29.072	34.523	33.233	28.942	15591.595	754.544	105.146	780.671	100.347	0.926	0.898	0.806	0.871	0.858	0.967	0.033	0.954	0.752	3.64405602090131302E18	0.278	0.000	3018.175	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.187	0.842	3122.683	1.148	0.000	0.000
651	269	29.542	35.236	29.042	33.692	30.674	28.641	13499.564	685.442	110.696	749.574	99.207	0.838	0.877	0.769	0.934	0.703	0.914	0.086	0.896	0.701	2.63525355373682074E18	0.347	0.000	2741.768	Accept	Reject	Reject	Reject	Reject	Reject	Reject	1.160	0.862	2998.298	1.071	32.129	21.334
